YearsExperience,Skills,JobRole,JobRole_label,Education_Bachelors,Education_Masters,Education_PhD,YearsExperience_scaled,Communication,Data Analysis,Deep Learning,Excel,Java,Leadership,Machine Learning,Project Management,Python,SQL
5,"Data Analysis, Project Management, Communication, Excel, Leadership",Software Engineer,4,False,True,False,-0.26378374968929913,0.47222724947408734,0.44154369555050677,0.0,0.44154369555050677,0.0,0.41425323091613125,0.0,0.464191787269968,0.0,0.0
2,"Leadership, Deep Learning, Excel",Data Analyst,0,True,False,False,-1.3004884427913477,0.0,0.0,0.5768157493702932,0.5957341281215265,0.0,0.5589136246949717,0.0,0.0,0.0,0.0
8,"Excel, Python, Communication",Data Scientist,1,False,True,False,0.7729209434127494,0.6016038517914922,0.0,0.0,0.5625138919307769,0.0,0.0,0.0,0.0,0.5671427747001019,0.0
10,"Machine Learning, Communication, Leadership, Python, Java, Data Analysis",ML Engineer,2,False,True,False,1.4640574054807818,0.43058883156123856,0.40261078572247166,0.0,0.0,0.41968588854626565,0.3777266451042292,0.410986602392003,0.0,0.4059238383519425,0.0
6,"Python, Data Analysis, Leadership",ML Engineer,2,False,False,True,0.08178448134471705,0.0,0.5875513902901273,0.0,0.0,0.0,0.5512366368485696,0.0,0.0,0.5923863046729023,0.0
4,"Deep Learning, Machine Learning, Data Analysis",Project Manager,3,True,False,False,-0.6093519807233153,0.0,0.5793295548077475,0.5609321264546072,0.0,0.0,0.0,0.5913817856827935,0.0,0.0,0.0
3,"Python, Java, Machine Learning, Deep Learning",Data Scientist,1,False,True,False,-0.9549202117573314,0.0,0.0,0.4791945254844832,0.0,0.5159007747248476,0.0,0.5052071379145109,0.0,0.4989837123436309,0.0
5,"Machine Learning, Leadership, Communication, Data Analysis, Python, Project Management",ML Engineer,2,False,False,True,-0.26378374968929913,0.42994131492188237,0.40200534228355495,0.0,0.0,0.0,0.3771586222715274,0.41036856345533024,0.4226253940598574,0.4053134127663759,0.0
6,"Leadership, Java, Data Analysis, SQL, Excel, Communication",Data Analyst,0,False,True,False,0.08178448134471705,0.4323568013774506,0.4042638794970079,0.0,0.4042638794970079,0.42140909158557716,0.3792775662112675,0.0,0.0,0.0,0.40592109217013245
3,"Excel, Communication, Leadership, Python",Project Manager,3,False,True,False,-0.9549202117573314,0.5320561146751184,0.0,0.0,0.497485105689114,0.0,0.46673707368288114,0.0,0.0,0.5015788716685035,0.0
8,"Leadership, SQL, Communication",Data Scientist,1,False,True,False,0.7729209434127494,0.6141804800500844,0.0,0.0,0.0,0.0,0.5387792604296316,0.0,0.0,0.0,0.5766274763279557
10,"Deep Learning, Machine Learning, Python, Java",Project Manager,3,False,False,True,1.4640574054807818,0.0,0.0,0.4791945254844832,0.0,0.5159007747248476,0.0,0.5052071379145109,0.0,0.4989837123436309,0.0
5,"Deep Learning, Communication, Python, Excel",Data Scientist,1,True,False,False,-0.26378374968929913,0.5283238404289243,0.0,0.47830782077112405,0.49399534061243155,0.0,0.0,0.0,0.0,0.49806038958826926,0.0
7,"Leadership, Project Management, Python, Data Analysis, Excel, SQL",Project Manager,3,False,True,False,0.42735271237873323,0.0,0.40790293682565487,0.0,0.40790293682565487,0.0,0.3826917045424728,0.0,0.42882549379784085,0.4112595381521545,0.40957506721027703
5,"SQL, Project Management, Communication, Deep Learning, Leadership",Software Engineer,4,False,True,False,-0.26378374968929913,0.4747463393571843,0.0,0.4298024613325241,0.0,0.0,0.4164630591803901,0.0,0.4666680120884865,0.0,0.4457187951286646
9,"Communication, Machine Learning, Python, Data Analysis, Project Management",Data Analyst,0,False,False,True,1.1184891744467655,0.46422494051293123,0.4340613465848745,0.0,0.0,0.0,0.0,0.44309145305805503,0.45632564633231043,0.4376332034169613,0.0
8,"Machine Learning, Leadership, Project Management",Project Manager,3,False,True,False,0.7729209434127494,0.0,0.0,0.0,0.0,0.0,0.5392035730128653,0.5866820552440414,0.6042049924527167,0.0,0.0
4,"Project Management, Leadership, Deep Learning, Python",Data Analyst,0,True,False,False,-0.6093519807233153,0.0,0.0,0.4878284722687876,0.0,0.0,0.4726881676910063,0.0,0.5296711021338477,0.5079742132560815,0.0
6,"Leadership, Python, Java, Data Analysis",Software Engineer,4,False,True,False,0.08178448134471705,0.0,0.5010437372533082,0.0,0.0,0.5222934743100687,0.47007575712002,0.0,0.0,0.5051667869331825,0.0
5,"Machine Learning, Java, Python, Excel",Data Scientist,1,False,True,False,-0.26378374968929913,0.0,0.0,0.0,0.49116562633718325,0.5119964234013277,0.0,0.5013837163299625,0.0,0.4952073898158293,0.0
7,"Project Management, SQL, Data Analysis",Data Scientist,1,False,True,False,0.42735271237873323,0.0,0.566735320111911,0.0,0.0,0.0,0.0,0.0,0.5958048632622209,0.0,0.5690585574883625
10,"Java, Python, Excel, Data Analysis",Software Engineer,4,False,False,True,1.4640574054807818,0.0,0.49367542395259023,0.0,0.49367542395259023,0.5146126638987184,0.0,0.0,0.0,0.49773784035928503,0.0
1,"Machine Learning, SQL, Deep Learning, Project Management, Data Analysis",Data Scientist,1,False,True,False,-1.646056673825364,0.0,0.4431130200518849,0.4290413401745248,0.0,0.0,0.0,0.4523314353339715,0.4658416071008072,0.0,0.44492948832842283
3,"Java, SQL, Project Management, Machine Learning",ML Engineer,2,True,False,False,-0.9549202117573314,0.0,0.0,0.0,0.0,0.5061145868710895,0.0,0.4956237990266641,0.5104270210305427,0.0,0.48751341622212724
3,"Deep Learning, Communication, Machine Learning, Data Analysis, Java",Project Manager,3,False,False,True,-0.9549202117573314,0.4685541610871574,0.4381092706581379,0.4241964919108937,0.0,0.45668989768014157,0.0,0.44722358915725563,0.0,0.0,0.0
5,"Java, SQL, Excel, Data Analysis",Data Scientist,1,True,False,False,-0.26378374968929913,0.0,0.4941761040623389,0.0,0.4941761040623389,0.5151345783237387,0.0,0.0,0.0,0.0,0.4962018969761811
2,"Deep Learning, Java, SQL, Machine Learning, Python",Data Scientist,1,False,True,False,-1.3004884427913477,0.0,0.0,0.4291285907399237,0.0,0.461999794750321,0.0,0.4524234222121231,0.0,0.446850216128213,0.4450199699342362
3,"Python, Project Management, Communication",Project Manager,3,True,False,False,-0.9549202117573314,0.5918325914460238,0.0,0.0,0.0,0.0,0.0,0.0,0.5817619137690646,0.5579312317750632,0.0
8,"Python, Data Analysis, Project Management, Leadership, Machine Learning, Excel",Software Engineer,4,False,False,True,0.7729209434127494,0.0,0.4067599327502796,0.0,0.4067599327502796,0.0,0.38161934605123865,0.4152220672634263,0.4276238616378713,0.41010712838574537,0.0
6,"Python, Deep Learning, Data Analysis",Data Scientist,1,False,False,True,0.08178448134471705,0.0,0.5818260954734293,0.5633493859449261,0.0,0.0,0.0,0.0,0.0,0.5866138968534741,0.0
5,"Leadership, Machine Learning, Deep Learning, Project Management, Communication",Data Analyst,0,True,False,False,-0.26378374968929913,0.47317209725181947,0.0,0.4283772515404165,0.0,0.0,0.4150820823750112,0.4516312972891552,0.465120557431224,0.0,0.0
6,"Python, Data Analysis, Communication, Deep Learning, Machine Learning",Project Manager,3,False,True,False,0.08178448134471705,0.47173829503305525,0.4410865115335116,0.42707918629672587,0.0,0.0,0.0,0.4502627678262441,0.0,0.44471617789785867,0.0
8,"Python, SQL, Java, Project Management",Software Engineer,4,False,True,False,0.7729209434127494,0.0,0.0,0.0,0.0,0.5076435411166375,0.0,0.0,0.5119690029869843,0.4909972442447784,0.48898617698980756
8,"SQL, Data Analysis, Java, Python, Project Management, Machine Learning",ML Engineer,2,False,False,True,0.7729209434127494,0.0,0.3997244819983676,0.0,0.0,0.4166771739613066,0.0,0.40804025270861766,0.4202275416548441,0.4030137834605033,0.40136308616490857
3,"Data Analysis, Deep Learning, SQL, Project Management",Project Manager,3,False,False,True,-0.9549202117573314,0.0,0.49684707271838374,0.4810689920957969,0.0,0.0,0.0,0.0,0.5223318394286007,0.0,0.4988838148248964
8,"Machine Learning, Deep Learning, Data Analysis, Project Management",Project Manager,3,False,False,True,0.7729209434127494,0.0,0.49478566199156515,0.4790730443784836,0.0,0.0,0.0,0.505079062323892,0.5201646928036526,0.0,0.0
8,"Leadership, Deep Learning, SQL, Excel",ML Engineer,2,True,False,False,0.7729209434127494,0.0,0.0,0.49501326647127164,0.5112486908198824,0.0,0.4796499737352789,0.0,0.0,0.0,0.5133444699693805
4,"SQL, Communication, Java, Project Management, Deep Learning",Data Scientist,1,True,False,False,-0.6093519807233153,0.46537648778894575,0.0,0.42131964654810206,0.0,0.45359268627121063,0.0,0.0,0.45745759877422126,0.0,0.4369218469369533
5,"Deep Learning, Data Analysis, Java",Project Manager,3,False,False,True,-0.26378374968929913,0.0,0.5750435829510665,0.5567822616884457,0.0,0.5994317231978128,0.0,0.0,0.0,0.0,0.0
5,"Communication, Leadership, SQL, Deep Learning",Data Scientist,1,True,False,False,-0.26378374968929913,0.536780707530231,0.0,0.4859640826397785,0.0,0.0,0.47088164148826167,0.0,0.0,0.0,0.5039601790982531
4,"Project Management, Leadership, Machine Learning, Java, Deep Learning, Communication",Software Engineer,4,True,False,False,-0.6093519807233153,0.4296778499018564,0.0,0.3890005717957518,0.0,0.4187979738602741,0.3769275021150758,0.4101170924800218,0.42236641218478516,0.0,0.0
1,"Leadership, Excel, Communication, Machine Learning, Project Management, SQL",ML Engineer,2,False,False,True,-1.646056673825364,0.4302303070785762,0.0,0.0,0.4022755568147871,0.0,0.3774121356694796,0.4106443994638186,0.4229094686994977,0.0,0.40392461868910334
3,"Excel, SQL, Leadership",ML Engineer,2,False,True,False,-0.9549202117573314,0.0,0.0,0.0,0.5883959857608324,0.0,0.5520290304578147,0.0,0.0,0.0,0.5908080174408126
7,"Communication, Deep Learning, Project Management, Python",Data Analyst,0,False,False,True,0.42735271237873323,0.521669039072829,0.0,0.47228302444220116,0.0,0.0,0.0,0.0,0.5127922708405904,0.49178678862156205,0.0
3,"Data Analysis, Python, Leadership, Excel, SQL",ML Engineer,2,False,True,False,-0.9549202117573314,0.0,0.45152606895882896,0.0,0.45152606895882896,0.0,0.42361862437159215,0.0,0.0,0.45524164162376457,0.453377025132939
6,"Deep Learning, Excel, Project Management, Data Analysis, Leadership",Data Scientist,1,True,False,False,0.08178448134471705,0.0,0.4507011478618173,0.43638849626713466,0.4507011478618173,0.0,0.4228446891232089,0.0,0.47381895259485596,0.0,0.0
1,"Python, Excel, Machine Learning, Deep Learning, Leadership, Data Analysis",Data Scientist,1,False,True,False,-1.646056673825364,0.0,0.4125239928961326,0.39942371078506966,0.4125239928961326,0.0,0.38702714727833454,0.42110604151184655,0.0,0.41591862053118667,0.0
2,"Java, Data Analysis, Leadership, Python, Excel",ML Engineer,2,True,False,False,-1.3004884427913477,0.0,0.44795996538259925,0.0,0.44795996538259925,0.4669583696506947,0.42027293074461625,0.0,0.0,0.4516461928604481,0.0
4,"Data Analysis, SQL, Excel, Project Management",Data Scientist,1,True,False,False,-0.6093519807233153,0.0,0.4930577819421431,0.0,0.4930577819421431,0.0,0.0,0.0,0.5183481846382958,0.0,0.4950789904800759
5,"Java, SQL, Project Management, Machine Learning, Leadership, Communication",Data Scientist,1,False,False,True,-0.26378374968929913,0.4272462807493175,0.0,0.0,0.0,0.4164279744883794,0.37479444990608735,0.4077962186643686,0.4199762188360434,0.0,0.4011230454912767
6,"Deep Learning, Leadership, Python",Data Analyst,0,True,False,False,0.08178448134471705,0.0,0.0,0.5751316682169337,0.0,0.0,0.5572818108918082,0.0,0.0,0.5988827493451065,0.0
8,"Excel, Communication, Machine Learning, Project Management, Leadership",Software Engineer,4,True,False,False,0.7729209434127494,0.4703038272840445,0.0,0.0,0.43974525011382093,0.0,0.4125659418883837,0.4488936031308449,0.4623010942083858,0.0,0.0
7,"Machine Learning, Data Analysis, Excel, Java, Project Management",Software Engineer,4,True,False,False,0.42735271237873323,0.0,0.4371074516919108,0.0,0.4371074516919108,0.4556455906274901,0.0,0.4462009285933994,0.4595279952461239,0.0,0.0
7,"Project Management, Leadership, Data Analysis",Project Manager,3,True,False,False,0.42735271237873323,0.0,0.5787580599122357,0.0,0.0,0.0,0.5429867953124721,0.0,0.6084442852085278,0.0,0.0
6,"Deep Learning, Excel, Machine Learning, Project Management, SQL",Project Manager,3,False,True,False,0.08178448134471705,0.0,0.0,0.4290413401745248,0.4431130200518849,0.0,0.0,0.4523314353339715,0.4658416071008072,0.0,0.44492948832842283
7,"Excel, Java, Project Management, SQL, Python, Leadership",Data Analyst,0,False,False,True,0.42735271237873323,0.0,0.0,0.0,0.404994913552932,0.42217112948470475,0.3799634172892649,0.0,0.4257683093470361,0.4083275849836317,0.40665512297882966
1,"SQL, Machine Learning, Leadership, Data Analysis, Communication, Java",Software Engineer,4,False,False,True,-1.646056673825364,0.43087913228491553,0.4028822237949168,0.0,0.0,0.41996883856315353,0.3779813064200563,0.41126368739595753,0.0,0.0,0.40453377259982176
